,Map,Team1,Team1Pts,Team2,Team2Pts,Team1Win,Team1LastWin,Team2LastWin,Team1RanksHigher,Team2RanksHigher,Team1WonLast
2060,train,Titan,5,fnatic,16,0,0,1,0,1,0
2061,inferno,EnVyUs,7,NiP,16,0,0,1,1,0,0
2062,dust2,EnVyUs,13,NiP,16,0,0,1,1,0,0
2063,dust2,compLexity,16,Method,11,1,1,0,0,0,0
2064,inferno,Method,12,compLexity,16,0,0,1,0,0,0
2065,overpass,CLG,13,Liquid,16,0,1,0,1,0,0
2066,train,Liquid,11,CLG,16,0,1,0,0,1,1
2067,mirage,CLG,14,Liquid,16,0,1,0,1,0,1
2068,dust2,CLG,4,Liquid,16,0,0,1,1,0,0
2069,cache,CLG,16,Liquid,14,1,0,1,1,0,0
2070,cobblestone,Natus Vincere,10,Titan,16,0,1,0,1,0,0
2071,cobblestone,eBettle,10,SK,16,0,0,1,0,0,0
2072,dust2,eBettle,14,SK,16,0,0,1,0,0,0
2073,inferno,dignitas,16,PENTA,7,1,1,1,0,1,1
2074,mirage,PENTA,7,dignitas,16,0,0,1,1,0,0
2075,mirage,eBettle,16,ESC,9,1,0,1,0,0,0
2076,dust2,fnatic,17,TSM,19,0,1,0,0,1,1
2077,inferno,FlipSid3,16,PENTA,7,1,0,0,0,1,0
2078,mirage,PENTA,10,FlipSid3,16,0,0,1,1,0,0
2079,dust2,NiP,19,Cloud9,16,1,1,1,1,0,0
2080,cache,E-frag.net,16,Vega Squadron,13,1,1,1,0,1,0
2081,dust2,E-frag.net,12,Vega Squadron,16,0,1,0,0,1,1
2082,mirage,E-frag.net,19,Vega Squadron,17,1,0,1,0,1,0
2083,cache,EnVyUs,7,Virtus.pro,16,0,0,0,1,0,0
2084,train,SK,16,eBettle,6,1,1,1,0,0,1
2085,overpass,SK,16,eBettle,14,1,1,0,0,0,1
2086,mirage,SK,3,eBettle,16,0,1,0,0,0,1
2087,overpass,Natus Vincere,10,TSM,16,0,0,1,0,1,1
2088,cobblestone,fnatic,16,Titan,6,1,0,1,1,0,1
2089,mirage,NiP,7,Virtus.pro,16,0,1,1,0,1,0
2090,cobblestone,Cloud9,12,EnVyUs,16,0,0,0,0,1,0
2091,overpass,Enemy,8,Luminosity,16,0,0,1,1,0,0
2092,inferno,Luminosity,12,Enemy,16,0,1,0,0,1,1
2093,overpass,Luminosity,16,CLG,4,1,0,1,1,0,1
2094,cobblestone,Luminosity,14,CLG,16,0,1,0,1,0,1
2095,mirage,CLG,14,Luminosity,16,0,1,0,0,1,1
2096,dust2,Mythic,16,3sUP,7,1,1,0,0,0,0
2097,mirage,3sUP,22,Mythic,18,1,0,1,0,0,0
2098,overpass,Liquid,16,Method,13,1,0,0,0,1,1
2099,cache,Method,10,Liquid,16,0,0,1,1,0,0
2100,inferno,SK,10,FlipSid3,16,0,0,1,1,0,0
2101,overpass,SK,10,FlipSid3,16,0,0,1,1,0,0
2102,mirage,KappaKappa,11,ESC,16,0,0,0,0,0,0
2103,dust2,KILLERFISH,16,Caseking,2,1,0,0,0,0,0
2104,cache,Caseking,7,KILLERFISH,16,0,0,1,0,0,0
2105,mirage,Pries,8,Vega Squadron,16,0,0,0,0,0,0
2106,cache,Pries,6,Vega Squadron,16,0,0,1,0,0,0
2107,overpass,dignitas,16,HellRaisers,3,1,1,0,0,1,1
2108,cobblestone,HellRaisers,16,dignitas,10,1,0,1,1,0,0
2109,mirage,volgare,15,Property,19,0,0,0,0,0,0
2110,cobblestone,Property,16,volgare,7,1,1,0,0,0,1
2111,dust2,31337,10,ATB,16,0,1,0,0,0,1
2112,mirage,ATB,10,31337,16,0,1,0,0,0,1
2113,cache,31337,9,ATB,16,0,1,0,0,0,1
2114,dust2,ESC,8,eBettle,16,0,1,1,0,0,0
2115,mirage,eBettle,16,ESC,3,1,1,0,0,0,1
2116,cache,PENTA,9,myKPV,16,0,0,0,0,0,0
2117,overpass,PENTA,16,myKPV,12,1,0,1,0,0,0
2118,overpass,Property,12,Worst Players,16,0,1,1,0,0,0
2119,cache,Worst Players,10,Property,16,0,1,0,0,0,1
2120,train,SK,16,KappaKappa,9,1,0,0,0,0,0
2121,cobblestone,KappaKappa,12,SK,16,0,0,1,0,0,0
2122,overpass,CLG,16,Liquid,14,1,0,1,1,0,1
2123,cobblestone,Liquid,4,CLG,16,0,0,1,0,1,0
2124,mirage,Natus Vincere,11,Kinguin,16,0,0,0,0,1,0
2125,cobblestone,CLG,16,Mortality,10,1,1,0,0,1,0
2126,dust2,CLG,12,Mortality,16,0,1,0,0,1,1
2127,overpass,Natus Vincere,19,Titan,15,1,0,0,1,0,0
2128,train,Method,11,Luminosity,16,0,0,1,1,0,0
2129,dust2,Luminosity,16,Method,4,1,1,0,0,1,1
2130,cache,Los Jefes,12,nerdRage,16,0,0,0,0,0,0
2131,mirage,Natus Vincere,22,Virtus.pro,18,1,1,1,0,1,1
2132,mirage,Worst Players,14,Los Jefes,16,0,0,0,0,0,1
2133,inferno,AlienTech,8,Reason,16,0,0,1,0,0,0
2134,cobblestone,Reason,16,AlienTech,14,1,1,0,0,0,1
2135,overpass,Gdansk Lions,16,ESC,11,1,0,0,0,0,0
2136,mirage,Gdansk Lions,9,ESC,16,0,1,0,0,0,1
2137,inferno,Gdansk Lions,16,ESC,13,1,0,1,0,0,0
2138,train,HellRaisers,14,Dobry&Gaming,16,0,1,1,0,0,0
2139,overpass,Dobry&Gaming,9,HellRaisers,16,0,1,0,0,0,1
2140,mirage,Kinguin,16,Titan,5,1,1,0,1,0,0
2141,dust2,Kinguin,11,Titan,16,0,1,0,1,0,1
2142,train,Kinguin,16,Titan,13,1,0,1,1,0,0
2143,mirage,nerdRage,16,Worst Players,10,1,1,0,0,0,0
2144,train,Worst Players,21,nerdRage,18,1,0,1,0,0,0
2145,dust2,nerdRage,16,Worst Players,13,1,0,1,0,0,0
2146,cache,Planetkey,16,uX,11,1,1,1,0,0,0
2147,cache,Los Jefes,21,KILLERFISH,17,1,1,1,0,0,0
2148,cobblestone,Natus Vincere,16,mousesports,13,1,1,1,1,0,1
2149,overpass,E-frag.net,8,Virtus.pro,16,0,1,0,0,1,0
2150,cache,E-frag.net,16,MiA,4,1,0,0,0,1,0
2151,dust2,mousesports,16,CSGO-Saloon,6,1,0,1,0,1,0
2152,dust2,FolloweSports.com,5,Conquest,16,0,0,1,1,0,0
2153,cache,FolloweSports.com,9,Conquest,16,0,0,1,1,0,0
2154,inferno,Virtus.pro,8,Titan,16,0,1,0,1,0,0
2155,train,Virtus.pro,10,Titan,16,0,0,1,1,0,0
2156,overpass,Titan,15,Virtus.pro,19,0,1,0,0,1,1
2157,inferno,Choke,16,CeX,4,1,0,0,0,0,0
2158,dust2,fm-eSports,10,fish123,16,0,0,1,0,0,0
2159,overpass,eBettle,3,SK,16,0,1,1,0,0,1
2160,cobblestone,SK,16,eBettle,10,1,1,0,0,0,1
2161,inferno,nerdRage,16,Los Jefes,13,1,1,1,0,0,1
2162,cache,Los Jefes,9,nerdRage,16,0,0,1,0,0,0
2163,train,Enso,16,Phenomenon,19,0,1,1,0,0,0
2164,mirage,Phenomenon,16,Enso,4,1,1,0,0,0,1
2165,overpass,United Estonia,10,Infused,16,0,1,1,0,0,0
2166,inferno,Natus Vincere,11,Kinguin,16,0,1,1,0,1,0
2167,dust2,Natus Vincere,4,Kinguin,16,0,0,1,0,1,0
2168,mirage,Natus Vincere,16,Kinguin,5,1,0,1,0,1,0
2169,dust2,RCTIC,7,INFINITY,16,0,0,0,0,0,0
2170,mirage,RCTIC,10,INFINITY,16,0,0,1,0,0,0
2171,cache,CSGOCasino.net,16,GLG,3,1,0,0,0,0,0
2172,mirage,Vega Squadron,14,Pries,16,0,1,0,0,0,1
2173,cache,Pries,16,Vega Squadron,8,1,1,0,0,0,1
2174,overpass,KILLERFISH,12,Worst Players,16,0,0,0,0,0,1
2175,mirage,KILLERFISH,16,Worst Players,13,1,0,1,0,0,0
2176,dust2,Worst Players,16,KILLERFISH,2,1,0,1,0,0,0
2177,cobblestone,Titan,16,mousesports,9,1,0,1,0,1,1
2178,overpass,mousesports,3,Titan,16,0,0,1,1,0,0
2179,dust2,CSGO-Saloon,3,Virtus.pro,16,0,0,1,1,0,0
2180,mirage,Virtus.pro,16,CSGO-Saloon,4,1,1,0,0,1,1
2181,dust2,Natus Vincere,16,MiA,5,1,1,0,0,1,0
2182,mirage,Natus Vincere,16,MiA,9,1,1,0,0,1,1
2183,cobblestone,CLG,16,Luminosity,1,1,0,1,0,1,0
2184,mirage,Luminosity,16,CLG,6,1,0,1,1,0,0
2185,overpass,CLG,16,Luminosity,6,1,0,1,0,1,0
2186,inferno,3sUP,7,Luminosity,16,0,1,0,1,0,0
2187,overpass,3sUP,6,Luminosity,16,0,0,1,1,0,0
2188,train,Luminosity,10,3sUP,16,0,1,0,0,1,1
2189,dust2,Games Academy,3,3sUP,16,0,0,1,0,0,0
2190,train,Games Academy,5,3sUP,16,0,0,1,0,0,0
2191,inferno,3sUP,14,Games Academy,16,0,1,0,0,0,1
2192,inferno,E-frag.net,6,Kinguin,16,0,1,0,0,1,0
2193,dust2,E-frag.net,12,Kinguin,16,0,0,1,0,1,0
2194,cache,CLG,16,Luminosity,6,1,1,0,0,1,1
2195,train,Luminosity,16,CLG,1,1,0,1,1,0,0
2196,cobblestone,CLG,16,Luminosity,3,1,0,1,0,1,0
2197,dust2,ACE,10,Games Academy,16,0,1,1,0,0,0
2198,cache,ACE,13,Games Academy,16,0,0,1,0,0,0
2199,cobblestone,Games Academy,7,ACE,16,0,1,0,0,0,1
2200,dust2,Liondogs,1,Delinquent Habits,16,0,0,0,0,0,0
2201,cache,Delinquent Habits,5,Liondogs,16,0,1,0,0,0,1
2202,mirage,Delinquent Habits,16,Liondogs,2,1,0,1,0,0,0
2203,mirage,CPH Wolves,16,k1ck,5,1,1,1,0,0,0
2204,cobblestone,k1ck,22,CPH Wolves,26,0,0,1,0,0,0
2205,dust2,Method,7,3sUP,16,0,0,0,0,0,1
2206,train,3sUP,16,Method,12,1,1,0,0,0,1
2207,inferno,HD4R,14,Enso,16,0,1,0,0,0,0
2208,dust2,HD4R,12,Enso,16,0,0,1,0,0,0
2209,mirage,Enso,13,HD4R,16,0,1,0,0,0,1
2210,train,HellRaisers,16,SK,3,1,1,1,0,0,1
2211,cache,HellRaisers,16,SK,4,1,1,0,0,0,1
2212,cobblestone,Delinquent Habits,16,Elysium,11,1,1,0,0,0,0
2213,dust2,Elysium,9,Delinquent Habits,16,0,0,1,0,0,0
2214,cache,Space Soldiers,19,Torpedo,21,0,1,0,0,0,0
2215,mirage,dignitas,16,MIXCAT,12,1,0,1,0,1,0
2216,cobblestone,Nexus,14,ACE,16,0,0,1,0,0,0
2217,cache,Nexus,16,ACE,13,1,0,1,0,0,0
2218,overpass,ACE,16,Nexus,13,1,0,1,0,0,0
2219,cache,Enemy,8,Method,16,0,1,0,0,0,1
2220,inferno,Method,7,Enemy,16,0,1,0,0,0,1
2221,dust2,Enemy,13,Method,16,0,1,0,0,0,1
2222,overpass,PENTA,12,CPH Wolves,16,0,1,1,0,0,1
2223,cache,CPH Wolves,11,PENTA,16,0,1,0,0,0,1
2224,mirage,CPH Wolves,21,PENTA,19,1,0,1,0,0,0
2225,dust2,London C,3,HellRaisers,16,0,1,1,0,0,0
2226,overpass,London C,4,HellRaisers,16,0,0,1,0,0,0
2227,cache,Space Soldiers,16,Los Jefes,12,1,0,0,0,0,0
2228,train,INFINITY,10,Torpedo,16,0,1,1,0,0,0
2229,mirage,Vatos Locos,12,Liondogs,16,0,0,0,0,0,0
2230,inferno,Vatos Locos,14,Liondogs,16,0,0,1,0,0,0
2231,cobblestone,Dobry&Gaming,18,SK,21,0,0,0,0,0,0
2232,mirage,SK,16,Dobry&Gaming,4,1,1,0,0,0,1
2233,cobblestone,k1ck,16,Reason,13,1,0,1,0,0,0
2234,overpass,k1ck,16,Reason,12,1,1,0,0,0,1
2235,overpass,Wizards,3,dignitas,16,0,0,1,1,0,0
2236,cache,MIXCAT,16,EURONICS,4,1,0,0,0,0,0
2237,inferno,Skyred,11,QeeYou,16,0,1,1,0,0,0
2238,cobblestone,QeeYou,16,Skyred,10,1,1,0,0,0,1
2239,mirage,Skyred,16,TyLoo,5,1,0,1,0,0,0
2240,inferno,Skyred,16,TyLoo,11,1,1,0,0,0,1
2241,inferno,Torpedo,14,PENTA,16,0,1,0,0,0,0
2242,cache,Torpedo,16,PENTA,12,1,0,1,0,0,0
2243,cobblestone,PENTA,16,Torpedo,10,1,0,1,0,0,0
2244,cache,London C,16,Space Soldiers,13,1,0,1,0,0,0
2245,cobblestone,Space Soldiers,16,London C,11,1,0,1,0,0,0
2246,dust2,Space Soldiers,12,London C,16,0,1,0,0,0,1
2247,train,HellRaisers,16,Wizards,10,1,1,0,0,0,0
2248,overpass,HellRaisers,16,Wizards,4,1,1,0,0,0,1
2249,inferno,Wizards,16,HellRaisers,14,1,0,1,0,0,0
2250,mirage,Dobry&Gaming,16,MIXCAT,11,1,0,1,0,0,1
2251,dust2,Dobry&Gaming,14,MIXCAT,16,0,1,0,0,0,1
2252,cache,Dobry&Gaming,16,MIXCAT,9,1,0,1,0,0,0
2253,mirage,QeeYou,16,xqR,6,1,1,0,0,0,0
2254,inferno,QeeYou,16,xqR,4,1,1,0,0,0,1
2255,cobblestone,k1ck,16,dignitas,7,1,1,1,1,0,0
2256,mirage,k1ck,16,dignitas,14,1,1,0,1,0,1
2257,mirage,Los Jefes,14,Reason,16,0,0,0,0,0,0
2258,cobblestone,Reason,16,Los Jefes,5,1,1,0,0,0,1
2259,mirage,INFINITY,9,SK,16,0,0,1,0,0,0
2260,overpass,SK,16,INFINITY,2,1,1,0,0,0,1
2261,dust2,CPH Wolves,16,EURONICS,3,1,1,0,0,0,0
2262,cache,CPH Wolves,16,EURONICS,12,1,1,0,0,0,1
2263,dust2,Skyred,16,nxl,8,1,1,1,0,0,0
2264,mirage,nxl,16,Skyred,12,1,0,1,0,0,0
2265,cobblestone,nxl,12,Skyred,16,0,1,0,0,0,1
2266,cache,MVP.karnal,12,TyLoo,16,0,1,0,0,0,0
2267,mirage,MVP.karnal,9,TyLoo,16,0,0,1,0,0,0
2268,dust2,TyLoo,10,MVP.karnal,16,0,1,0,0,0,1
2269,cobblestone,m0nster,12,xqR,16,0,0,0,0,0,0
2270,cache,m0nster,11,xqR,16,0,0,1,0,0,0
2271,cobblestone,iSg.vA,13,QeeYou,16,0,0,1,0,0,0
2272,cache,QeeYou,16,iSg.vA,5,1,1,0,0,0,1
2273,train,Games Academy,8,CLG,16,0,0,1,1,0,0
2274,dust2,CLG,16,Games Academy,6,1,1,0,0,1,1
2275,cobblestone,3sUP,13,Luminosity,16,0,1,0,1,0,1
2276,cache,Luminosity,16,3sUP,11,1,1,0,0,1,1
2277,dust2,Vox Eminor,5,TRIDENT,16,0,0,0,0,0,0
2278,cache,Vox Eminor,3,TRIDENT,16,0,0,1,0,0,0
2279,cobblestone,Vox Eminor,16,TRIDENT,11,1,0,1,0,0,0
2280,dust2,ACE,11,3sUP,16,0,1,0,0,0,0
2281,cobblestone,3sUP,19,ACE,15,1,1,0,0,0,1
2282,cache,Nexus,8,Luminosity,16,0,0,1,1,0,0
2283,overpass,Luminosity,16,Nexus,5,1,1,0,0,1,1
2284,train,SYF,5,Skyfire,16,0,0,1,0,0,0
2285,cobblestone,Skyfire,14,SYF,16,0,1,0,0,0,1
2286,mirage,Method,3,Games Academy,16,0,1,0,0,0,0
2287,cache,Games Academy,16,Method,7,1,1,0,0,0,1
2288,mirage,Enemy,3,CLG,16,0,0,1,1,0,0
2289,cache,CLG,16,Enemy,1,1,1,0,0,1,1
2290,dust2,Games Academy,16,Levitate,4,1,1,0,0,0,0
2291,mirage,Games Academy,10,Luminosity,16,0,1,1,1,0,1
2292,inferno,Levitate,16,EZ on The Soul,5,1,0,0,0,0,0
2293,cache,OverGaming,6,London C,16,0,1,1,0,0,0
2294,mirage,Fredde,10,k1ck,16,0,0,1,0,0,0
2295,cache,Los Jefes,16,dope,9,1,0,0,0,0,0
2296,dust2,Luminosity,16,EZ on The Soul,1,1,1,0,0,1,0
2297,cobblestone,Levitate,4,Games Academy,16,0,1,0,0,0,0
2298,dust2,MIXCAT,16,roflhehe,4,1,0,0,0,0,0
2299,cache,Epsilon,13,EURONICS,16,0,0,0,0,0,0
2300,inferno,melty,9,Wizards,16,0,1,1,0,0,0
2301,cache,Torpedo,16,Fraternitas,14,1,0,0,0,0,0
2302,inferno,INFINITY,16,gBots,14,1,0,1,0,0,0
2303,overpass,Nexus,16,WinOut.net,3,1,0,1,0,0,0
2304,cache,Nexus,8,Method,16,0,1,0,0,0,0
2305,dust2,WinOut.net,16,Reap What You Sow,10,1,0,0,0,0,0
2306,inferno,fnatic,16,TSM,9,1,1,1,0,1,0
2307,mirage,TSM,13,fnatic,16,0,0,1,1,0,0
2308,train,TSM,16,fnatic,6,1,0,1,1,0,0
2309,dust2,TSM,10,fnatic,16,0,1,0,1,0,1
2310,cobblestone,fnatic,16,TSM,12,1,1,0,0,1,1
2311,inferno,WinOut.net,13,Nexus,16,0,1,0,0,0,0
2312,cache,Method,16,Reap What You Sow,11,1,1,0,0,0,0
2313,cache,iSg.vA,16,1hp,6,1,0,0,0,0,0
2314,mirage,Bovines,11,nxl,16,0,0,0,0,0,0
2315,inferno,xqR,16,b2W,2,1,1,0,0,0,0
2316,mirage,Phenomenon,16,dope,3,1,1,0,0,0,0
2317,cache,dope,3,Phenomenon,16,0,0,1,0,0,0
2318,overpass,CORE,2,TyLoo,16,0,0,0,0,0,0
2319,cache,Swarm,9,Enemy,16,0,1,0,0,0,1
2320,dust2,Enemy,7,3sUP,16,0,1,1,0,0,0
2321,cobblestone,Swarm,16,CLG Red,13,1,0,1,0,0,0
2322,dust2,CLG Red,9,3sUP,16,0,0,1,0,0,0
2323,inferno,Enemy,16,Swarm,5,1,0,1,0,0,1
2324,mirage,ACE,16,Excellence,2,1,0,0,0,0,0
2325,overpass,Excellence,16,BitterSweetGG,2,1,0,0,0,0,0
2326,dust2,CLG,16,ACE,6,1,1,1,0,1,1
2327,cobblestone,ACE,16,Excellence,3,1,0,1,0,0,1
2328,mirage,CLG,16,BitterSweetGG,2,1,1,0,0,1,0
2329,dust2,Denmark,10,Finland,16,0,1,0,0,0,0
2330,cobblestone,dope,12,PiTER,16,0,0,1,0,0,0
2331,mirage,PiTER,16,dope,7,1,1,0,0,0,1
2332,mirage,TSM,21,Kinguin,18,1,0,1,0,1,0
2333,dust2,Kinguin,15,TSM,21,0,0,1,1,0,0
2334,train,TSM,7,Kinguin,16,0,1,0,0,1,1
2335,mirage,Sweden,13,Finland,16,0,0,1,0,0,0
2336,cobblestone,EZ on The Soul,16,Anxiety Pack,9,1,0,0,0,0,0
2337,inferno,Anxiety Pack,20,EZ on The Soul,22,0,0,1,0,0,0
2338,inferno,Kinguin,16,Natus Vincere,11,1,1,1,1,0,0
2339,cache,Finland,16,Norway,12,1,1,1,0,0,0
2340,dust2,Reap What You Sow,16,EZ on The Soul,6,1,0,1,0,0,0
2341,cache,EZ on The Soul,7,Reap What You Sow,16,0,0,1,0,0,0
2342,mirage,Phenomenon,16,Epiphany Bolt,8,1,1,1,0,0,0
2343,cache,Phenomenon,16,Epiphany Bolt,8,1,1,0,0,0,1
2344,train,mousesports,7,Kinguin,16,0,0,1,0,1,0
2345,mirage,Reap What You Sow,16,Anxiety Pack,2,1,1,0,0,0,0
2346,cache,Reap What You Sow,16,Anxiety Pack,6,1,1,0,0,0,1
2347,cache,JAYOB,16,TRS,10,1,0,0,0,0,0
2348,mirage,TRS,5,JAYOB,16,0,0,1,0,0,0
2349,dust2,Titan,14,mousesports,16,0,1,0,0,1,1
2350,dust2,Natus Vincere,19,HellRaisers,21,0,0,0,0,1,1
2351,overpass,Natus Vincere,8,HellRaisers,16,0,0,1,0,1,0
2352,inferno,nerdRage,16,Space Soldiers,7,1,1,0,0,0,0
2353,overpass,Space Soldiers,8,nerdRage,16,0,0,1,0,0,0
2354,dust2,nerdRage,17,Space Soldiers,19,0,1,0,0,0,1
2355,dust2,TSM,16,Natus Vincere,10,1,0,0,1,0,1
2356,train,Kinguin,16,FlipSid3,5,1,1,1,1,0,0
2357,mirage,FlipSid3,8,Kinguin,16,0,0,1,0,1,0
2358,cache,Kinguin,19,FlipSid3,21,0,1,0,1,0,1
2359,mirage,Epiphany Bolt,9,PiTER,16,0,0,1,0,0,0
2360,cache,PiTER,16,Epiphany Bolt,10,1,1,0,0,0,1
2361,mirage,Space Soldiers,16,Aposis,6,1,1,0,0,0,0
2362,mirage,dignitas,13,Kinguin,16,0,0,0,0,1,0
2363,dust2,Titan,16,INFINITY,8,1,0,1,0,1,0
2364,train,INFINITY,4,Titan,16,0,0,1,1,0,0
2365,cache,Dobry&Gaming,16,VERY T0X1C,5,1,1,1,0,0,0
2366,mirage,Dobry&Gaming,16,VERY T0X1C,9,1,1,0,0,0,1
2367,overpass,TSM,16,mousesports,7,1,1,1,1,0,1
2368,cache,Aposis,12,nerdRage,16,0,0,0,0,0,0
2369,mirage,nerdRage,16,Aposis,6,1,1,0,0,0,1
2370,cobblestone,Phenomenon,16,dope,11,1,1,0,0,0,1
2371,mirage,dope,13,Phenomenon,16,0,0,1,0,0,0
2372,overpass,dignitas,6,Natus Vincere,16,0,0,0,0,1,1
2373,dust2,Indonesia,13,Vietnam,16,0,0,0,0,0,0
2374,mirage,Indonesia,11,Vietnam,16,0,0,1,0,0,0
2375,inferno,Luminosity,16,FolloweSports.com,6,1,1,0,0,1,1
2376,cache,FolloweSports.com,11,Luminosity,16,0,0,1,1,0,0
2377,cache,Enemy,16,compLexity,13,1,1,1,0,0,0
2378,dust2,compLexity,16,Enemy,10,1,0,1,0,0,0
2379,mirage,Space Soldiers,16,Playing Ducks,4,1,1,1,0,0,0
2380,cobblestone,Aftermatch,14,Reason,16,0,1,1,0,0,0
2381,cobblestone,Titan,16,dignitas,6,1,1,0,1,0,0
2382,train,dignitas,15,Titan,19,0,0,1,0,1,0
2383,cache,Epiphany Bolt,16,dope,3,1,0,0,0,0,0
2384,mirage,dope,16,Epiphany Bolt,14,1,0,1,0,0,0
2385,cobblestone,dope,9,Epiphany Bolt,16,0,1,0,0,0,1
2386,inferno,Aposis,16,Playing Ducks,8,1,0,0,0,0,0
2387,mirage,Playing Ducks,12,Aposis,16,0,0,1,0,0,0
2388,inferno,Caseking,17,PENTA,19,0,0,1,0,0,0
2389,cache,Caseking,16,PENTA,11,1,0,1,0,0,0
2390,cache,Kinguin,16,E-frag.net,8,1,1,0,1,0,1
2391,mirage,Kinguin,16,E-frag.net,2,1,1,0,1,0,1
2392,train,Kinguin,13,E-frag.net,16,0,1,0,1,0,1
2393,train,Virtus.pro,20,EnVyUs,22,0,1,1,0,1,1
2394,inferno,Virtus.pro,10,EnVyUs,16,0,0,1,0,1,0
2395,mirage,Distinct5,10,eBettle,16,0,0,0,0,0,0
2396,overpass,Distinct5,9,eBettle,16,0,0,1,0,0,0
2397,mirage,ESC,17,Epiphany Bolt,19,0,0,1,0,0,0
2398,train,dignitas,16,Property,3,1,0,1,0,1,0
2399,overpass,dignitas,8,Property,16,0,1,0,0,1,1
2400,mirage,Playing Ducks,11,KILLERFISH,16,0,0,0,0,0,0
2401,dust2,KILLERFISH,16,Playing Ducks,10,1,1,0,0,0,1
2402,cobblestone,HellRaisers,16,SK,2,1,1,1,0,0,1
2403,train,HellRaisers,16,SK,14,1,1,0,0,0,1
2404,inferno,SK,16,HellRaisers,11,1,0,1,0,0,0
2405,dust2,fnatic,16,mousesports,9,1,1,0,1,0,1
2406,train,mousesports,16,fnatic,9,1,0,1,0,1,0
2407,cache,fnatic,16,mousesports,3,1,0,1,1,0,0
2408,mirage,Space Soldiers,9,nerdRage,16,0,1,1,0,0,1
2409,inferno,Space Soldiers,14,nerdRage,16,0,0,1,0,0,0
2410,mirage,Phenomenon,9,PiTER,16,0,1,1,0,0,0
2411,dust2,Phenomenon,9,PiTER,16,0,0,1,0,0,0
2412,overpass,TSM,16,Natus Vincere,11,1,1,1,1,0,1
2413,dust2,TSM,16,Natus Vincere,9,1,1,0,1,0,1
2414,inferno,Indonesia,12,China,16,0,0,0,0,0,0
2415,cache,China,16,Indonesia,4,1,1,0,0,0,1
2416,cache,Kyrgyzstan,0,Vietnam,16,0,1,1,0,0,0
2417,inferno,Vietnam,16,Kyrgyzstan,5,1,1,0,0,0,1
2418,mirage,Liquid,16,Conquest,9,1,0,1,1,0,0
2419,cache,Liquid,13,Conquest,16,0,1,0,1,0,1
2420,mirage,CLG,16,Coast,10,1,1,0,0,1,1
2421,cache,CLG,14,Coast,16,0,1,0,0,1,1
2422,cache,Dobry&Gaming,9,nerdRage,16,0,1,1,0,0,0
2423,mirage,Dobry&Gaming,16,nerdRage,2,1,0,1,0,0,0
2424,mirage,SK,7,Property,16,0,1,1,0,0,0
2425,train,SK,11,Property,16,0,0,1,0,0,0
2426,cobblestone,AlienTech,16,Epiphany Bolt,14,1,0,1,0,0,0
2427,mirage,ESC,16,Team8,7,1,0,0,0,0,0
2428,cache,Epsilon,24,Dobry&Gaming,26,0,0,1,0,0,0
2429,train,Phenomenon,16,hard'N'play,4,1,0,0,0,0,0
2430,cache,Phenomenon,16,hard'N'play,2,1,1,0,0,0,1
2431,mirage,E-frag.net,16,PiTER,6,1,1,1,0,1,1
2432,overpass,E-frag.net,16,PiTER,6,1,1,0,0,1,1
2433,dust2,Kinguin,16,Vega Squadron,9,1,0,0,0,0,0
2434,cache,Kinguin,16,Vega Squadron,7,1,1,0,0,0,1
2435,cache,uX,16,myKPV,11,1,0,0,0,0,0
2436,mirage,uX,5,myKPV,16,0,1,0,0,0,1
2437,cache,INFINITY,12,Property,16,0,0,1,0,0,0
2438,cobblestone,Property,16,INFINITY,8,1,1,0,0,0,1
2439,cache,Team8,14,AlienTech,16,0,0,1,0,0,0
2440,mirage,Epiphany Bolt,16,ESC,6,1,0,1,0,0,1
2441,train,Dobry&Gaming,13,nerdRage,16,0,1,0,0,0,1
2442,mirage,Dobry&Gaming,16,nerdRage,14,1,0,1,0,0,0
2443,cache,nerdRage,16,Dobry&Gaming,11,1,0,1,0,0,0
2444,cobblestone,SK,16,AlienTech,2,1,0,1,0,0,0
2445,overpass,AlienTech,5,SK,16,0,0,1,0,0,0
2446,dust2,Reason,4,HellRaisers,16,0,1,0,0,0,0
2447,cobblestone,HellRaisers,16,Reason,14,1,1,0,0,0,1
2448,overpass,HellRaisers,4,Reason,16,0,1,0,0,0,1
2449,inferno,Epsilon,16,ESC,5,1,0,0,0,0,0
2450,dust2,eBettle,16,Kinguin,6,1,1,1,0,0,0
2451,train,Kinguin,16,eBettle,7,1,0,1,0,0,0
2452,cobblestone,Pries,19,dope,17,1,1,0,0,0,0
2453,dust2,Pries,16,dope,6,1,1,0,0,0,1
2454,overpass,mousesports,16,dignitas,8,1,0,0,1,0,0
2455,dust2,dignitas,7,mousesports,16,0,0,1,0,1,0
2456,train,mousesports,10,dignitas,16,0,1,0,1,0,1
2457,mirage,dignitas,11,mousesports,16,0,1,0,0,1,1
2458,mirage,CLG,16,Conquest,13,1,0,1,1,0,1
2459,dust2,Belarus,19,Ireland,17,1,0,0,0,0,0
2460,mirage,Ireland,0,Belarus,16,0,0,1,0,0,0
2461,cache,Macedonia,14,Romania,16,0,0,1,0,0,0
2462,mirage,Romania,16,Macedonia,4,1,1,0,0,0,1
2463,overpass,Philippines,16,Nepal,4,1,0,0,0,0,0
2464,mirage,Indonesia,16,Philippines,2,1,0,1,0,0,0
2465,dust2,Nepal,4,Indonesia,16,0,0,1,0,0,0
